"CaseNumber","OccurredOn","Offense","Offense_IBR_Code","Offense_IBR_CrimeAgainst","OffenseCompleted","LocationType","ReportingAgency","PostalCode","Division","Beat","ReportingArea","Municipality"
"26-0038536","2026 Jul 16 12:00:24 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20774","II","E3","0702","PG COUNTY"
"26-0040851","2026 Jul 16 08:00:00 AM","Residential Burglary","220","Property","true","Commercial / Office Building","Prince George's County Police","20745","IV","J2","0511","PG COUNTY"
"26-0041879","2026 Aug 06 07:30:25 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20746","VIII","H5","0419","PG COUNTY"
"26-0042542","2026 Aug 10 02:30:35 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20705","VI","C3","0931","PG COUNTY"
"25-0000974","2025 Apr 17 08:11:00 PM","Other Burglary","220","Property","true","Residence / Home","Hyattsville City Police","20782","I","C3","01763","HYATTSVILLE"
"24-0002867","2024 Nov 05 08:00:00 PM","Theft from Auto","23F","Property","false","Parking Lot/Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"26-0029375","2026 Jun 02 07:30:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"24-0003041","2024 Nov 22 10:00:23 PM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Greenbelt Police","20770","I","GB2","0207","GREENBELT"
"26-0031461","2026 Jun 12 08:00:00 PM","Theft from Auto","23F","Property","true","Residence / Home","Prince George's County Police","20903","I","A7","0101","PG COUNTY"
"24-0002376","2024 Oct 04 08:30:44 AM","Theft from Auto","23F","Property","true","Parking Lot/Garage","Hyattsville City Police","20782","I","B5","01655","HYATTSVILLE"
"26-0013382","2026 Mar 16 02:00:00 AM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20784","I","B1","0248","PG COUNTY"
"26-0015442","2026 Mar 25 03:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A6","0114","PG COUNTY"
"26-0015690","2026 Mar 26 09:53:00 AM","Residential Burglary","220","Property","true","Park / Playground","Prince George's County Police","20721","II","E6","0848","PG COUNTY"
"26-0016612","2026 Mar 30 12:24:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20720","II","D3","0883","PG COUNTY"
"26-0017924","2026 Apr 05 11:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20744","II","D6","0846","PG COUNTY"
"26-0018773","2026 Apr 09 11:47:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20705","VI","C3","0930","PG COUNTY"
"26-0019197","2026 Apr 11 09:00:19 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20744","VII","W4","0628","PG COUNTY"
"26-0020090","2026 Apr 16 11:42:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20785","III","G5","0332","PG COUNTY"
"26-0023187","2026 May 01 07:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20705","VI","C3","0930","PG COUNTY"
"26-0023795","2026 Apr 30 09:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20748","IV","K6","0616","PG COUNTY"
"26-0025662","2026 May 14 07:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20737","I","B4","0234","PG COUNTY"
"26-0027796","2026 May 21 08:00:00 PM","Residential Burglary","220","Property","true","Other / Unknown","Prince George's County Police","20746","IV","K4","0428","PG COUNTY"
"26-0028625","2026 May 29 07:30:55 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20912","I","A3","0124","PG COUNTY"
"26-0029031","2026 Jun 01 12:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20746","VIII","H5","0419","PG COUNTY"
"26-0032859","2026 Jun 20 07:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20745","IV","J4","0602","PG COUNTY"
"26-0032993","2026 Jun 19 10:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A3","0124","PG COUNTY"
"26-0033980","2026 Jun 25 07:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20737","I","B4","0236","PG COUNTY"
"26-0034381","2026 Jun 25 02:06:57 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20706","II","D1","0836","PG COUNTY"
"26-0034469","2026 Jun 25 04:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A6","0111","PG COUNTY"
"26-0037017","2026 Jul 12 02:45:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20744","IV","K6","0605","PG COUNTY"
"26-0037442","2026 Jul 12 02:00:28 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20705","VI","C2","0928","PG COUNTY"
"26-0039962","2026 Jul 28 08:41:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20743","III","G3","0301","PG COUNTY"
"26-0041734","2026 Aug 05 07:00:00 PM","Residential Burglary","220","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A2","0131","PG COUNTY"
"26-0041900","2026 Aug 07 06:29:00 AM","Residential Burglary","220","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A6","0111","PG COUNTY"
"24-0055913","2024 Sep 20 09:00:00 PM","Other Burglary","220","Property","true","Church/Synagogue/Temple","Prince George's County Police","20748","IV","K1","0505","PG COUNTY"
"25-0000495","2025 Feb 08 12:00:00 PM","Other Burglary","220","Property","true","Other / Unknown","Bowie City Police","20715","II","BP3","","BOWIE"
"25-0002720","2025 Sep 19 05:00:00 PM","Other Burglary","220","Property","false","Government / Public Building","Bowie City Police","20715","II","BP3","","BOWIE"
"25-0033421","2025 Jun 19 07:05:00 PM","Other Burglary","220","Property","true","Elementary / Secondary School","Prince George's County Police","20706","II","D1","0888","PG COUNTY"
"26-0000361","2026 Feb 14 09:12:00 PM","Other Burglary","220","Property","true","Bank / Savings and Loan","Hyattsville City Police","20782","I","C3","01763","HYATTSVILLE"
"25-0071822","2025 Dec 28 10:00:00 PM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20912","I","A3","0124","PG COUNTY"
"25-0019585","2025 Apr 13 07:30:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"25-0002634","2025 Oct 12 02:30:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Hyattsville City Police","20782","I","C3","01603","HYATTSVILLE"
"26-0001069","2026 Jul 15 03:45:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Bladensburg Police","20710","I","B28","02411","BLADENSBURG"
"26-0007773","2026 Feb 14 09:39:00 AM","Residential Burglary","220","Property","true","Commercial / Office Building","Prince George's County Police","20745","IV","J2","0511","PG COUNTY"
"26-0008277","2025 Dec 19 12:00:00 PM","Residential Burglary","220","Property","true","Rental Storage Facility","Prince George's County Police","20745","IV","J2","0511","PG COUNTY"
"26-0008698","2026 Feb 19 07:15:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20748","IV","K6","0616","PG COUNTY"
"26-0012285","2026 Mar 10 11:24:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20747","VIII","H6","0424","PG COUNTY"
"26-0014184","2026 Mar 17 10:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20743","VIII","H2","0416","PG COUNTY"
"26-0016797","2026 Mar 31 03:17:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20735","V","F2","0623","PG COUNTY"
"26-0019680","2026 Mar 29 04:49:21 PM","Residential Burglary","220","Property","true","Other / Unknown","Prince George's County Police","20748","IV","K3","0508","PG COUNTY"
"26-0020805","2026 Apr 19 05:36:20 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20748","IV","K6","0616","PG COUNTY"
"26-0021521","2026 Apr 05 10:30:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20705","VI","C3","0932","PG COUNTY"
"26-0022788","2026 Apr 28 04:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20613","V","F4","0635","PG COUNTY"
"26-0023396","2026 May 02 09:30:02 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A3","0116","PG COUNTY"
"26-0023693","2026 May 04 08:10:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20721","II","E2","0856","PG COUNTY"
"26-0031347","2026 Jun 12 04:30:11 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20745","IV","J2","0511","PG COUNTY"
"26-0031978","2026 Jun 15 07:00:00 PM","Residential Burglary","220","Property","true","Other / Unknown","Prince George's County Police","20748","V","F1","0618","PG COUNTY"
"26-0032407","2026 Jun 15 07:30:24 PM","Residential Burglary","220","Property","true","Parking Lot / Garage","Prince George's County Police","20785","III","G5","0332","PG COUNTY"
"26-0032633","2026 Jun 16 05:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A6","0108","PG COUNTY"
"26-0033903","2026 Jun 26 05:03:00 AM","Residential Burglary","220","Property","true","Restaurant","Prince George's County Police","20748","IV","K2","0503","PG COUNTY"
"26-0034440","2026 Jun 29 03:07:39 AM","Residential Burglary","220","Property","false","Restaurant","Prince George's County Police","20769","II","D5","0828","PG COUNTY"
"26-0037317","2026 Jul 13 10:00:00 PM","Residential Burglary","220","Property","true","Other / Unknown","Prince George's County Police","20746","VIII","H5","0427","PG COUNTY"
"26-0037322","2026 Jul 14 05:14:00 AM","Residential Burglary","220","Property","false","Restaurant","Prince George's County Police","","I","A3","0116","PG COUNTY"
"26-0038654","2026 Jul 20 03:29:02 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20735","V","F2","0623","PG COUNTY"
"26-0042618","2026 Aug 11 12:00:00 AM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20740","I","B7","0202","COLLEGE PARK"
"26-0043068","2026 Aug 12 11:02:00 PM","Residential Burglary","220","Property","true","Commercial / Office Building","Prince George's County Police","20774","II","E2","0858","PG COUNTY"
"24-0003424","2024 Oct 23 10:09:00 AM","Other Burglary","220","Property","false","Church/Synagogue/Temple","Laurel City Police","20707","VI","LB6","09121","LAUREL"
"25-0068002","2025 Dec 07 06:00:00 PM","Other Burglary","220","Property","true","Elementary / Secondary School","Prince George's County Police","20748","IV","K5","0617","PG COUNTY"
"25-0001754","2025 Nov 01 02:00:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Bladensburg Police","20710","I","B28","02400","BLADENSBURG"
"26-0008061","2026 Feb 15 09:00:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"25-0064579","2025 Nov 18 12:15:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"24-0074086","2024 Dec 11 10:00:00 PM","Theft from Auto","23G","Property","true","Parking Lot / Garage","Prince George's County Police","20783","I","A7","0104","PG COUNTY"
"26-0001394","2026 Jun 02 07:30:00 PM","Theft from Auto","23F","Property","true","Residence / Home","Hyattsville City Police","20782","I","B5","01655","HYATTSVILLE"
"25-0065650","2025 Nov 24 08:00:00 AM","Theft from Auto","23G","Property","true","Highway / Road / Alley","Prince George's County Police","20782","I","A2","0126","PG COUNTY"
"25-0020755","2025 Apr 20 02:00:00 AM","Theft from Auto","23F","Property","true","Parking Lot / Garage","Prince George's County Police","20740","I","B7","0158","COLLEGE PARK"
"26-0025149","2026 Feb 14 12:00:00 AM","Residential Burglary","220","Property","true","Rental Storage Facility","Prince George's County Police","20745","IV","J2","0511","PG COUNTY"
"26-0025946","2026 May 15 05:30:01 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20782","I","A2","0135","PG COUNTY"
"26-0027372","2026 May 23 08:57:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20783","I","A3","0113","PG COUNTY"
"26-0028443","2026 May 28 10:00:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20735","V","F2","0623","PG COUNTY"
"26-0028944","2026 May 31 06:15:00 PM","Residential Burglary","220","Property","true","Residence / Home","Prince George's County Police","20745","IV","J3","0517","PG COUNTY"
